MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'elasmobranch' &rarr; 54, 'apodematal' &rarr; 58, 'baft' &rarr; 78, 'unsad' &rarr; 53, 'poi' &rarr; 62, 'acarologist' &rarr; 46, 'ticklers' &rarr; 70 ?.]]>","d = {'elasmobranch': 54, 'apodematal': 58, 'baft': 78, 'unsad': 53, 'poi': 62, 'acarologist': 46, 'ticklers': 70}",1,Correct,"d = [('elasmobranch', 54), ('apodematal', 58), ('baft', 78), ('unsad', 53), ('poi', 62), ('acarologist', 46), ('ticklers', 70)]",0,Wrong,"d = {elasmobranch : 54, apodematal : 58, baft : 78, unsad : 53, poi : 62, acarologist : 46, ticklers : 70}",0,Wrong,"d = {[('elasmobranch', 54), ('apodematal', 58), ('baft', 78), ('unsad', 53), ('poi', 62), ('acarologist', 46), ('ticklers', 70)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'gonimoblast' &rarr; 93, 'reapologizing' &rarr; 2, 'retanning' &rarr; 67, 'blueblossom' &rarr; 60, 'melospiza' &rarr; 36 ?.]]>","d = {'gonimoblast': 93, 'reapologizing': 2, 'retanning': 67, 'blueblossom': 60, 'melospiza': 36}",1,Correct,"d = [('gonimoblast', 93), ('reapologizing', 2), ('retanning', 67), ('blueblossom', 60), ('melospiza', 36)]",0,Wrong,"d = {gonimoblast : 93, reapologizing : 2, retanning : 67, blueblossom : 60, melospiza : 36}",0,Wrong,"d = {[('gonimoblast', 93), ('reapologizing', 2), ('retanning', 67), ('blueblossom', 60), ('melospiza', 36)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'niched' &rarr; 91, 'tauten' &rarr; 27, 'arrogated' &rarr; 23, 'octocentenary' &rarr; 52, 'underquoting' &rarr; 99, 'epicycloid' &rarr; 22, 'paleaceous' &rarr; 32 ?.]]>","d = {'niched': 91, 'tauten': 27, 'arrogated': 23, 'octocentenary': 52, 'underquoting': 99, 'epicycloid': 22, 'paleaceous': 32}",1,Correct,"d = [('niched', 91), ('tauten', 27), ('arrogated', 23), ('octocentenary', 52), ('underquoting', 99), ('epicycloid', 22), ('paleaceous', 32)]",0,Wrong,"d = {niched : 91, tauten : 27, arrogated : 23, octocentenary : 52, underquoting : 99, epicycloid : 22, paleaceous : 32}",0,Wrong,"d = {[('niched', 91), ('tauten', 27), ('arrogated', 23), ('octocentenary', 52), ('underquoting', 99), ('epicycloid', 22), ('paleaceous', 32)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'southerners' &rarr; 82, 'heterophagi' &rarr; 75, 'affirm' &rarr; 40 ?.]]>","d = {'southerners': 82, 'heterophagi': 75, 'affirm': 40}",1,Correct,"d = [('southerners', 82), ('heterophagi', 75), ('affirm', 40)]",0,Wrong,"d = {southerners : 82, heterophagi : 75, affirm : 40}",0,Wrong,"d = {[('southerners', 82), ('heterophagi', 75), ('affirm', 40)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'micronuclear' &rarr; 52, 'mutines' &rarr; 72, 'polygyn' &rarr; 36, 'microscopal' &rarr; 92, 'physitism' &rarr; 69 ?.]]>","d = {'micronuclear': 52, 'mutines': 72, 'polygyn': 36, 'microscopal': 92, 'physitism': 69}",1,Correct,"d = [('micronuclear', 52), ('mutines', 72), ('polygyn', 36), ('microscopal', 92), ('physitism', 69)]",0,Wrong,"d = {micronuclear : 52, mutines : 72, polygyn : 36, microscopal : 92, physitism : 69}",0,Wrong,"d = {[('micronuclear', 52), ('mutines', 72), ('polygyn', 36), ('microscopal', 92), ('physitism', 69)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'mecate' &rarr; 58, 'jinrikiman' &rarr; 92, 'camote' &rarr; 48, 'marlberry' &rarr; 71, 'skillessness' &rarr; 91 ?.]]>","d = {'mecate': 58, 'jinrikiman': 92, 'camote': 48, 'marlberry': 71, 'skillessness': 91}",1,Correct,"d = [('mecate', 58), ('jinrikiman', 92), ('camote', 48), ('marlberry', 71), ('skillessness', 91)]",0,Wrong,"d = {mecate : 58, jinrikiman : 92, camote : 48, marlberry : 71, skillessness : 91}",0,Wrong,"d = {[('mecate', 58), ('jinrikiman', 92), ('camote', 48), ('marlberry', 71), ('skillessness', 91)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'linoxin' &rarr; 42, 'urticales' &rarr; 28, 'imperially' &rarr; 93, 'rewrapping' &rarr; 95, 'hydronegative' &rarr; 6, 'roundlet' &rarr; 49 ?.]]>","d = {'linoxin': 42, 'urticales': 28, 'imperially': 93, 'rewrapping': 95, 'hydronegative': 6, 'roundlet': 49}",1,Correct,"d = [('linoxin', 42), ('urticales', 28), ('imperially', 93), ('rewrapping', 95), ('hydronegative', 6), ('roundlet', 49)]",0,Wrong,"d = {linoxin : 42, urticales : 28, imperially : 93, rewrapping : 95, hydronegative : 6, roundlet : 49}",0,Wrong,"d = {[('linoxin', 42), ('urticales', 28), ('imperially', 93), ('rewrapping', 95), ('hydronegative', 6), ('roundlet', 49)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'philadelphianism' &rarr; 12, 'permatron' &rarr; 72, 'uptilts' &rarr; 72, 'uninferrible' &rarr; 36, 'hove' &rarr; 77 ?.]]>","d = {'philadelphianism': 12, 'permatron': 72, 'uptilts': 72, 'uninferrible': 36, 'hove': 77}",1,Correct,"d = [('philadelphianism', 12), ('permatron', 72), ('uptilts', 72), ('uninferrible', 36), ('hove', 77)]",0,Wrong,"d = {philadelphianism : 12, permatron : 72, uptilts : 72, uninferrible : 36, hove : 77}",0,Wrong,"d = {[('philadelphianism', 12), ('permatron', 72), ('uptilts', 72), ('uninferrible', 36), ('hove', 77)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'disleaving' &rarr; 48, 'waicurian' &rarr; 42, 'craniometrist' &rarr; 9, 'countersale' &rarr; 77, 'badinages' &rarr; 69 ?.]]>","d = {'disleaving': 48, 'waicurian': 42, 'craniometrist': 9, 'countersale': 77, 'badinages': 69}",1,Correct,"d = [('disleaving', 48), ('waicurian', 42), ('craniometrist', 9), ('countersale', 77), ('badinages', 69)]",0,Wrong,"d = {disleaving : 48, waicurian : 42, craniometrist : 9, countersale : 77, badinages : 69}",0,Wrong,"d = {[('disleaving', 48), ('waicurian', 42), ('craniometrist', 9), ('countersale', 77), ('badinages', 69)]}",0,Wrong
MC,"<![CDATA[Which of the following is the correct way to define the dictionary <tt>d</tt> for the key &rarr; value pairs 'synchronised' &rarr; 100, 'relayman' &rarr; 5, 'supervisorial' &rarr; 38 ?.]]>","d = {'synchronised': 100, 'relayman': 5, 'supervisorial': 38}",1,Correct,"d = [('synchronised', 100), ('relayman', 5), ('supervisorial', 38)]",0,Wrong,"d = {synchronised : 100, relayman : 5, supervisorial : 38}",0,Wrong,"d = {[('synchronised', 100), ('relayman', 5), ('supervisorial', 38)]}",0,Wrong
